ลำดับที่,BU,Job,QT, Project Name,Client/Owner,Status,Amount Rev,Start date,End date,Year,month-ended,Quarter,Business unit,monthyear, Value ,Cr.Term range,,,,,,,,,,,
1632,BU 2.1,2.1 PG & BA,QT23090043.1,TARO PC Cheer Project 2023 @TT 20 Stores on oct 23,บริษัท  มาร์เก็ตติ้ง จำกัด (มหาชน),IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 249,645.00 ",16-10-23,31-10-23,2023,10,Q4,BU2B,Oct," 249,645.00 ",0,,,,,,,,,,,
1633,BU 2.1,2.1 PG & BA,QT23090043.2,TARO PC Cheer Project 2023 @TT 20 Stores on Nov 23,บริษัท  มาร์เก็ตติ้ง จำกัด (มหาชน),IC. APPROVED & AWAITING  PROCESS PROJECTS," 475,750.00 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Sep," 15,535.80 ",0,,,,,,,,,,,
1634,BU 2.1,2.1 PG & BA,QT23090043.2,TARO PC Cheer Project 2023 @TT 20 Stores on Nov 23,บริษัท  มาร์เก็ตติ้ง จำกัด (มหาชน),IC. APPROVED & AWAITING  PROCESS PROJECTS," 475,750.00 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Nov," 475,750.00 ",0,,,,,,,,,,,
1635,BU 2.1,2.1 PG & BA,QT23090043.3,TARO PC Cheer Project 2023 @TT 20 Stores on Dec 23,บริษัท  มาร์เก็ตติ้ง จำกัด (มหาชน),IC. APPROVED & AWAITING  PROCESS PROJECTS," 475,750.00 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Sep," 7,392.60 ",0,,,,,,,,,,,
1636,BU 2.1,2.1 PG & BA,QT23090043.3,TARO PC Cheer Project 2023 @TT 20 Stores on Dec 23,บริษัท  มาร์เก็ตติ้ง จำกัด (มหาชน),IC. APPROVED & AWAITING  PROCESS PROJECTS," 475,750.00 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Dec," 475,750.00 ",0,,,,,,,,,,,
1637,BU 2.1,2.1 PG & BA,QT23090044,THAI WAH PC CHEER @เกียรติสิน เอี่ยมรัตน์บ้านไผ่ (สาขาเปิดใหม่) 23-24 Sep 2023,TW Public Company Limited,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 3,355.00 ",23-09-23,24-09-23,2023,9,Q3,BU2B,Sep," 12,650.00 ",30-60 วัน,,,,,,,,,,,
1638,BU 1.2,1.2 Event,QT23090054,Laka x Beautrium ,บริษัท เจ เอส บี แอสเสท จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 117,530.00 ",06-11-23,12-11-23,2023,11,Q4,BU1A,Sep," 36,990.00 ",30-60 วัน,,,,,,,,,,,
1639,BU 1.2,1.2 Event,QT23090054,Laka x Beautrium ,บริษัท เจ เอส บี แอสเสท จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 117,530.00 ",06-11-23,12-11-23,2023,11,Q4,BU1A,Nov," 117,530.00 ",30-60 วัน,,,,,,,,,,,
1640,BU 1.3,1.3 Logistic,QT23090055,Spm exhibition pet fair event 2023,บริษัท พี อาหารสัตว์ จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 419,000.00 ",25-10-23,27-10-23,2023,10,Q4,BU1A,Oct," 419,000.00 ",30-60 วัน,,,,,,,,,,,
1641,BU 1.3,1.3 Logistic,QT23090060,Transportation : University Road Tour: Cinema Line 30 SEP 2023 - Bangkok University,บริษัท โซโซ ไทย จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,992.00 ",30-09-23,30-09-23,2023,9,Q3,BU1A,Sep," 169,041.60 ",30-60 วัน,,,,,,,,,,,
1642,BU 2.1,2.1 PG & BA,QT23090063.1,PC Cheer Darlie GT 12 Stores (6 - 29 October 2023),บริษัท ยาสีฟัน (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 239,815.68 ",06-10-23,29-10-23,2023,10,Q4,BU2A,Oct," 239,815.68 ",30-60 วัน,,,,,,,,,,,
1643,BU 2.1,2.1 PG & BA,QT23090063.2,PC Cheer Darlie GT 12 Stores (3 - 26 November 2023),บริษัท ยาสีฟัน (ประเทศไทย) จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 220,184.32 ",03-11-23,26-11-23,2023,11,Q4,BU2A,Nov," 220,184.32 ",30-60 วัน,,,,,,,,,,,
1644,BU 3.1,3.1 Key Account,QT23090066,Eucerin Boots Wellness Event (Sep 2023),"BD (Thailand) Co.,Ltd",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 11,550.00 ",20-09-23,28-09-23,2023,9,Q3,BU1B,Sep," 23,422.44 ",30-60 วัน,,,,,,,,,,,
1645,BU 2.1,2.1 PG & BA,QT23090077.1,PC Sampling HI-Q Base UHT @ MT&GT 40 STORES on Oct 23,บริษัท ดาดา (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 559,790.00 ",07-10-23,31-10-23,2023,10,Q4,BU2B,Sep," 2,035.83 ",30-60 วัน,,,,,,,,,,,
1646,BU 2.1,2.1 PG & BA,QT23090077.1,PC Sampling HI-Q Base UHT @ MT&GT 40 STORES on Oct 23,บริษัท ดาดา (ประเทศไทย) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 559,790.00 ",07-10-23,31-10-23,2023,10,Q4,BU2B,Oct," 559,790.00 ",30-60 วัน,,,,,,,,,,,
1647,BU 2.1,2.1 PG & BA,QT23090077.2,PC Sampling HI-Q Base UHT @ MT&GT 40 STORES on Nov 23,บริษัท ดาดา (ประเทศไทย) จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 451,550.00 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Sep," 266,673.96 ",30-60 วัน,,,,,,,,,,,
1648,BU 2.1,2.1 PG & BA,QT23090077.2,PC Sampling HI-Q Base UHT @ MT&GT 40 STORES on Nov 23,บริษัท ดาดา (ประเทศไทย) จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 451,550.00 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Nov," 451,550.00 ",30-60 วัน,,,,,,,,,,,
1649,BU 2.1,2.1 PG & BA,QT23090077.3,PC Sampling HI-Q Base UHT @ MT&GT 40 STORES on Dec 23,บริษัท ดาดา (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 508,310.00 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Sep," 5,820.76 ",30-60 วัน,,,,,,,,,,,
1650,BU 2.1,2.1 PG & BA,QT23090077.3,PC Sampling HI-Q Base UHT @ MT&GT 40 STORES on Dec 23,บริษัท ดาดา (ประเทศไทย) จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 508,310.00 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Dec," 508,310.00 ",30-60 วัน,,,,,,,,,,,
1651,BU 2.1,2.1 PG & BA,QT23090078.1,KCG Festive 2023,KG Corporation Public Company Limited,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 1,000,000.00 ",17-11-23,31-12-23,2023,11,Q4,BU2B,Sep," 8,182.87 ",30-60 วัน,,,,,,,,,,,
1652,BU 2.1,2.1 PG & BA,QT23090078.1,KCG Festive 2023,KG Corporation Public Company Limited,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 1,000,000.00 ",17-11-23,31-12-23,2023,11,Q4,BU2B,Nov," 400,000.00 ",30-60 วัน,,,,,,,,,,,
1653,BU 2.1,2.1 PG & BA,QT23090078.1,KCG Festive 2023,KG Corporation Public Company Limited,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 1,000,000.00 ",17-11-23,31-12-23,2023,11,Q4,BU2B,Dec," 600,000.00 ",30-60 วัน,,,,,,,,,,,
1654,BU 2.2,2.2 Merchandiser & RO,QT23090079,Coffee Dreamy  Merchandiser Exclusive NOV 23 - JAN 24,บริษัท  ฟู้ด  จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 2,790,000.00 ",01-11-23,30-04-24,2023,11,Q4,BU2B,Sep," 157,373.68 ",30-60 วัน,,,,,,,,,,,
1655,BU 2.2,2.2 Merchandiser & RO,QT23090079,Coffee Dreamy  Merchandiser Exclusive NOV 23 - JAN 24,บริษัท  ฟู้ด  จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 2,790,000.00 ",01-11-23,30-04-24,2023,11,Q4,BU2B,Nov," 465,000.00 ",30-60 วัน,,,,,,,,,,,
1656,BU 2.2,2.2 Merchandiser & RO,QT23090079,Coffee Dreamy  Merchandiser Exclusive NOV 23 - JAN 24,บริษัท  ฟู้ด  จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 2,790,000.00 ",01-11-23,30-04-24,2023,11,Q4,BU2B,Dec," 465,000.00 ",30-60 วัน,,,,,,,,,,,
1657,BU 2.3,2.3 Merchandiser&RO Share service,QT23090081.1,GINGEN MERCHANDISE SHARED SERVICE @ MT on Oct 23,บริษัท วาสโปรดักส์ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 155,000.00 ",01-10-23,31-12-23,2023,10,Q4,BU2B,Oct," 155,000.00 ",30-60 วัน,,,,,,,,,,,
1658,BU 2.3,2.3 Merchandiser&RO Share service,QT23090081.2,GINGEN MERCHANDISE SHARED SERVICE @ MT on Nov 23,บริษัท วาสโปรดักส์ จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 155,000.00 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Nov," 155,000.00 ",30-60 วัน,,,,,,,,,,,
1659,BU 2.3,2.3 Merchandiser&RO Share service,QT23090081.3,GINGEN MERCHANDISE SHARED SERVICE @ MT on Dec 23,บริษัท วาสโปรดักส์ จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 139,158.75 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Dec," 139,158.75 ",30-60 วัน,,,,,,,,,,,
1660,BU 2.3,2.3 Merchandiser&RO Share service,QT23090083.1,CHAO SUA MERCHANDISE SHARED SERVICE  NOV 23 ,บริษัท เจ้าคุณ อินดัสทรี จำกัด (มหาชน),IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 200,000.00 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Nov," 200,000.00 ",30-60 วัน,,,,,,,,,,,
1661,BU 2.3,2.3 Merchandiser&RO Share service,QT23090083.2,CHAO SUA MERCHANDISE SHARED SERVICE Dec 23,บริษัท เจ้าคุณ อินดัสทรี จำกัด (มหาชน),IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 200,000.00 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Sep," 12,992.00 ",30-60 วัน,,,,,,,,,,,
1662,BU 2.3,2.3 Merchandiser&RO Share service,QT23090083.2,CHAO SUA MERCHANDISE SHARED SERVICE Dec 23,บริษัท เจ้าคุณ อินดัสทรี จำกัด (มหาชน),IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 200,000.00 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Dec," 200,000.00 ",30-60 วัน,,,,,,,,,,,
1663,BU 2.4,2.4 Merchandiser CVS share service,QT23090084.1,GINGEN CVS share service @BKK OCT 23,บริษัท วาสโปรดักส์ จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 107,542.25 ",01-10-23,31-10-23,2023,10,Q4,BU2B,Oct," 107,542.25 ",30-60 วัน,,,,,,,,,,,
1664,BU 2.4,2.4 Merchandiser CVS share service,QT23090084.2,GINGEN CVS share service @BKK NOV 23,บริษัท วาสโปรดักส์ จำกัด,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 107,542.25 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Nov," 107,542.25 ",30-60 วัน,,,,,,,,,,,
1665,BU 2.4,2.4 Merchandiser CVS share service,QT23090084.3,GINGEN CVS share service @BKK DEC 23,บริษัท วาสโปรดักส์ จำกัด,IC. APPROVED & AWAITING  PROCESS PROJECTS," 107,542.25 ",01-12-23,31-12-23,2023,12,Q4,BU2B,Dec," 107,542.25 ",30-60 วัน,,,,,,,,,,,
1666,BU 3.2,3.2 Key Account,QT23090086,KOE Tipco ( (Oct - Dec 2023),"TC F&B CO., LTD",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 489,672.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Sep," 11,550.00 ",30-60 วัน,,,,,,,,,,,
1667,BU 3.2,3.2 Key Account,QT23090086,KOE Tipco ( (Oct - Dec 2023),"TC F&B CO., LTD",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 489,672.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 489,672.00 ",30-60 วัน,,,,,,,,,,,
1668,BU 2.1,2.1 PG & BA,QT23090088.1,PG Cheer Girl TIPCO (Oct  2023),"TC F&B CO., LTD",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 213,519.20 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Sep," 47,596.08 ",30-60 วัน,,,,,,,,,,,
1669,BU 2.1,2.1 PG & BA,QT23090088.1,PG Cheer Girl TIPCO (Oct  2023),"TC F&B CO., LTD",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 213,519.20 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 213,519.20 ",30-60 วัน,,,,,,,,,,,
1670,BU 2.1,2.1 PG & BA,QT23090088.2,PG Cheer Girl TIPCO (Nov 2023),"TC F&B CO., LTD",IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 214,947.00 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Sep," 2,193.69 ",30-60 วัน,,,,,,,,,,,
1671,BU 2.1,2.1 PG & BA,QT23090088.2,PG Cheer Girl TIPCO (Nov 2023),"TC F&B CO., LTD",IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 214,947.00 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Nov," 214,947.00 ",30-60 วัน,,,,,,,,,,,
1672,BU 2.1,2.1 PG & BA,QT23090088.3,PG Cheer Girl TIPCO (Dec 2023),"TC F&B CO., LTD",IC. APPROVED & AWAITING  PROCESS PROJECTS," 215,554.50 ",01-12-23,31-12-23,2023,12,Q4,BU2A,Sep," 6,162.24 ",30-60 วัน,,,,,,,,,,,
1673,BU 2.1,2.1 PG & BA,QT23090088.3,PG Cheer Girl TIPCO (Dec 2023),"TC F&B CO., LTD",IC. APPROVED & AWAITING  PROCESS PROJECTS," 215,554.50 ",01-12-23,31-12-23,2023,12,Q4,BU2A,Dec," 215,554.50 ",30-60 วัน,,,,,,,,,,,
1674,BU 2.2,2.2 Merchandiser & RO,QT23090089.1,Tipco CVS BKK (Oct  2023),"TC F&B CO., LTD",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 440,546.67 ",01-10-23,31-12-23,2023,10,Q4,BU2A,Sep," 2,640.09 ",30-60 วัน,,,,,,,,,,,
1675,BU 2.2,2.2 Merchandiser & RO,QT23090089.1,Tipco CVS BKK (Oct  2023),"TC F&B CO., LTD",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 440,546.67 ",01-10-23,31-12-23,2023,10,Q4,BU2A,Oct," 440,546.67 ",30-60 วัน,,,,,,,,,,,
1676,BU 2.2,2.2 Merchandiser & RO,QT23090089.2,Tipco CVS BKK (Nov 2023),"TC F&B CO., LTD",IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 440,546.67 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Sep," 8,246.46 ",30-60 วัน,,,,,,,,,,,
1677,BU 2.2,2.2 Merchandiser & RO,QT23090089.2,Tipco CVS BKK (Nov 2023),"TC F&B CO., LTD",IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 440,546.67 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Nov," 440,546.67 ",30-60 วัน,,,,,,,,,,,
1678,BU 2.2,2.2 Merchandiser & RO,QT23090089.3,Tipco CVS BKK (Dec 2023),"TC F&B CO., LTD",IC. APPROVED & AWAITING  PROCESS PROJECTS," 440,546.67 ",01-12-23,31-12-23,2023,12,Q4,BU2A,Sep," 46,825.20 ",30-60 วัน,,,,,,,,,,,
1679,BU 2.2,2.2 Merchandiser & RO,QT23090089.3,Tipco CVS BKK (Dec 2023),"TC F&B CO., LTD",IC. APPROVED & AWAITING  PROCESS PROJECTS," 440,546.67 ",01-12-23,31-12-23,2023,12,Q4,BU2A,Dec," 440,546.67 ",30-60 วัน,,,,,,,,,,,
1680,BU 2.3,2.3 Merchandiser&RO Share service,QT23090090.1,Tipco Mer Share  on Oct 23,"TC F&B CO., LTD",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 824,454.72 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Sep," 187,131.60 ",30-60 วัน,,,,,,,,,,,
1681,BU 2.3,2.3 Merchandiser&RO Share service,QT23090090.1,Tipco Mer Share  on Oct 23,"TC F&B CO., LTD",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 824,454.72 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 824,454.72 ",30-60 วัน,,,,,,,,,,,
1682,BU 2.3,2.3 Merchandiser&RO Share service,QT23090090.2,Tipco Mer Share  on Nov 23,"TC F&B CO., LTD",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 824,454.72 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Sep," 1,233.36 ",30-60 วัน,,,,,,,,,,,
1683,BU 2.3,2.3 Merchandiser&RO Share service,QT23090090.2,Tipco Mer Share  on Nov 23,"TC F&B CO., LTD",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 824,454.72 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Nov," 824,454.72 ",30-60 วัน,,,,,,,,,,,
1684,BU 2.3,2.3 Merchandiser&RO Share service,QT23090090.3,Tipco Mer Share  on Dec 23,"TC F&B CO., LTD",IC. APPROVED & AWAITING  PROCESS PROJECTS," 824,454.72 ",01-12-23,31-12-23,2023,12,Q4,BU2A,Dec," 824,454.72 ",30-60 วัน,,,,,,,,,,,
1685,BU 1.3,1.3 Logistic,QT23090099,Downy Printing VN Booklet, Trading (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 301,279.60 ",17-09-23,29-09-23,2023,9,Q3,BU1A,Oct," 301,279.60 ",60-150 วัน,,,,,,,,,,,
1686,BU 2.3,2.3 Merchandiser&RO Share service,QT23090101,Dole Merchandise Share @ Makro (OCT 2023),"TAF Co.,Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 81,466.00 ",01-10-23,30-10-23,2023,10,Q4,BU2B,Oct," 81,466.00 ",30-60 วัน,,,,,,,,,,,
1687,BU 2.3,2.3 Merchandiser&RO Share service,QT23090102,Dole Merchandise Share @ Makro ,"TAF Co.,Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 97,020.00 ",01-11-23,30-11-23,2023,11,Q4,BU2B,Nov," 97,020.00 ",30-60 วัน,,,,,,,,,,,
1688,BU 1.1,1.1 Booth & Roadshow,QT23090103,First Pride Roadshow 2023,บริษัท ที (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 1,389,958.00 ",16-10-23,23-10-23,2023,10,Q4,BU1B,Oct," 1,389,958.00 ",30-60 วัน,,,,,,,,,,,
1689,BU 2.1,2.1 PG & BA,QT23090104.2,PC CHEER S.Khonkean @Makro หาดใหญ่-เชียงใหม่  OCT 23,บริษัท ส. จำกัด (มหาชน),IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 20,516.16 ",17-10-23,31-10-23,2023,10,Q4,BU2B,Oct," 20,516.16 ",30-60 วัน,,,,,,,,,,,
1690,BU 1.3,1.3 Logistic,QT23090107,Bridgestone - Setup Booth at Kerry Siam Seaport at Country Club Pattaya on 11 Oct 23,"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 11,264.40 ",11-10-23,11-10-23,2023,10,Q4,BU1B,Oct," 11,264.40 ",30-60 วัน,,,,,,,,,,,
1691,BU 2.1,2.1 PG & BA,QT23090109,PG Kaijae Rice Max Valu @BKK 6 STORES,บริษัท สุนทร จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 61,000.00 ",13-10-23,24-10-23,2023,10,Q4,BU2B,Oct," 61,000.00 ",30-60 วัน,,,,,,,,,,,
1692,BU 2.1,2.1 PG & BA,QT23090111.2,SINO PC จัดรายการ Event Sino Fair @ the Mall CDC ราชพฤกษ์ (1 - 10 Oct 23),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 11,770.00 ",01-10-23,10-10-23,2023,10,Q4,BU2A,Oct," 11,770.00 ",30-60 วัน,,,,,,,,,,,
1693,BU 2.1,2.1 PG & BA,QT23090112.2,Sino PC Samyang @Tops 14 Stores (1-31 Oct 23),บริษัท ซีซี เทรดดิ้ง (ไทยแลนด์) จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 456,940.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 456,940.00 ",30-60 วัน,,,,,,,,,,,
1694,BU 2.1,3.1 Key Account,QT23090113,Enfa clinic visibility 2023 _ Smart Project Phase 2,MN (Thailand) Ltd.,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 988,500.00 ",01-10-23,31-12-23,2023,10,Q4,BU1A,Dec," 470,000.00 ",60-150 วัน,,,,,,,,,,,
1695,BU 2.1,2.1 PG & BA,QT23090114,BA Downy at Makro (Oct 2023), Trading (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 397,548.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 397,548.00 ",60-150 วัน,,,,,,,,,,,
1696,BU 2.1,2.1 PG & BA,QT23090115,BA Downy at TT (Fri-Sun), Trading (Thailand) Ltd.,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 613,348.32 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 613,348.32 ",60-150 วัน,,,,,,,,,,,
1697,BU 2.3,2.3 Merchandiser&RO Share service,QT23090136.1,Mistine Merchandiser share at Watson's (1 - 31 Oct 2023),บริษัท เบท เบท จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 43,792.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Sep," 8,500.00 ",30-60 วัน,,,,,,,,,,,
1698,BU 2.3,2.3 Merchandiser&RO Share service,QT23090136.1,Mistine Merchandiser share at Watson's (1 - 31 Oct 2023),บริษัท เบท เบท จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 43,792.00 ",01-10-23,31-10-23,2023,10,Q4,BU2A,Oct," 43,792.00 ",30-60 วัน,,,,,,,,,,,
1699,BU 2.3,2.3 Merchandiser&RO Share service,QT23090136.2,Mistine Merchandiser share at Watson's (1 - 30 Nov 2023),บริษัท เบท เบท จำกัด ,IB. APPROVED/IMPLEMENTING PROJECTS |  Processed  Projects," 43,792.00 ",01-11-23,30-11-23,2023,11,Q4,BU2A,Nov," 43,792.00 ",30-60 วัน,,,,,,,,,,,
1700,BU 2.3,2.3 Merchandiser&RO Share service,QT23090136.3,Mistine Merchandiser share at Watson's (1 - 31 Dec 2023),บริษัท เบท เบท จำกัด ,IC. APPROVED & AWAITING  PROCESS PROJECTS," 43,792.00 ",01-12-23,03-12-23,2023,12,Q4,BU2A,Dec," 43,792.00 ",30-60 วัน,,,,,,,,,,,
1701,BU 1.1,1.1 Booth & Roadshow,QT23090143,Cockpit FC Activity Support 5 Stores (Oct 2023),"BS (Thailand) Co., Ltd.",IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 117,936.00 ",02-10-23,06-10-23,2023,10,Q4,BU1B,Oct," 117,936.00 ",30-60 วัน,,,,,,,,,,,
1702,BU 1.3,1.3 Logistic,QT23090148,SONY University Road Tour: Cinema Line on 24-Nov-23 @Assumption University,บริษัท โซโซ ไทย จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,096.00 ",24-11-23,24-11-23,2023,11,Q4,BU1A,Sep," 2,143.84 ",30-60 วัน,,,,,,,,,,,
1703,BU 1.3,1.3 Logistic,QT23090148,SONY University Road Tour: Cinema Line on 24-Nov-23 @Assumption University,บริษัท โซโซ ไทย จำกัด,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 12,096.00 ",24-11-23,24-11-23,2023,11,Q4,BU1A,Nov," 12,096.00 ",30-60 วัน,,,,,,,,,,,
1704,BU 1.2,1.2 Event,QT23090149,Hobart_Asean cafe show 2023,บริษัท อินอิน (ประเทศไทย) จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 120,060.00 ",26-10-23,26-10-23,2023,10,Q4,BU1B,Sep," 5,103.42 ",30-60 วัน,,,,,,,,,,,
1705,BU 1.2,1.2 Event,QT23090149,Hobart_Asean cafe show 2023,บริษัท อินอิน (ประเทศไทย) จำกัด ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 120,060.00 ",26-10-23,26-10-23,2023,10,Q4,BU1B,Oct," 120,060.00 ",30-60 วัน,,,,,,,,,,,
1706,BU 1.1,1.1 Booth & Roadshow,QT23090151 ,Cetaphil Activity at Zpell Rangsit,GAD (Thailand) Ltd. ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 87,304.00 ",29-09-23,05-10-23,2023,9,Q3,BU1A,Sep," 3,579.84 ",30-60 วัน,,,,,,,,,,,
1707,BU 1.1,1.1 Booth & Roadshow,QT23090151 ,Cetaphil Activity at Zpell Rangsit,GAD (Thailand) Ltd. ,IA. APPROVED/IMPLEMENTED PROJECTS  | Finished  Projects," 87,304.00 ",29-09-23,05-10-23,2023,9,Q3,BU1A,Oct," 43,652.00 ",30-60 วัน,,,,,,,,,,,
